code;group;session;block;pos;pres_t;stim
AS0103;normal;1;0;42;250;visual\obj132door.gif
AS0103;normal;1;0;43;250;visual\obj192hamburger.gif
AS0103;normal;1;0;44;250;visual\obj209hoof.gif
AS0103;normal;1;0;45;250;visual\obj407smoke.gif
AS0103;normal;1;0;46;250;visual\obj203helicopter.gif
AS0103;normal;1;0;47;250;visual\obj336potato.gif
AS0103;normal;1;0;48;250;visual\obj317bird.gif
AS0103;normal;1;0;49;250;visual\obj283nose.gif
AS0103;normal;1;0;50;250;visual\obj305peacock.gif
AS0103;normal;1;0;51;250;visual\obj110corn.gif
AS0103;normal;1;0;52;250;visual\obj058branch.gif
AS0103;normal;1;0;53;250;visual\obj186grapes.gif
AS0103;normal;1;0;54;250;visual\obj140dustpan.gif
AS0103;normal;1;0;55;250;visual\obj163flower.gif
AS0103;normal;1;0;56;250;visual\obj174gas.gif
AS0103;normal;1;0;57;250;visual\obj265priest.gif
AS0103;normal;1;0;58;250;visual\obj281nest.gif
AS0103;normal;1;0;59;250;visual\obj385seal.gif
AS0103;normal;1;0;60;250;visual\obj064brush.gif
AS0103;normal;1;0;61;250;visual\obj155fireman.gif
AS0103;normal;1;0;62;250;visual\obj504wheelbarrow.gif
AS0103;normal;1;0;63;250;visual\obj036beaver.gif
AS0103;normal;1;0;64;250;visual\obj438tail.gif
AS0103;normal;1;0;65;250;visual\obj331pool.gif
AS0103;normal;1;0;66;250;visual\obj300paperclip.gif
AS0103;normal;1;0;67;250;visual\obj246lion.gif
AS0103;normal;1;0;68;250;visual\obj256man.gif
AS0103;normal;1;0;69;250;visual\obj014ashtray.gif
AS0103;normal;1;0;70;250;visual\obj146envelope.gif
AS0103;normal;1;0;71;250;visual\obj316pig.gif
AS0103;normal;1;0;72;250;visual\obj470tripod.gif
AS0103;normal;1;0;73;250;visual\obj162floor.gif
AS0103;normal;1;0;74;250;visual\obj086cat.gif
AS0103;normal;1;0;75;250;visual\obj321pinecone.gif
AS0103;normal;1;0;76;250;visual\obj294paint.gif
AS0103;normal;1;0;77;250;visual\obj217iron.gif
AS0103;normal;1;0;78;250;visual\obj133dragon.gif
AS0103;normal;1;0;79;250;visual\obj499spiderweb.gif
AS0103;normal;1;0;80;250;visual\obj224kangaroo.gif
AS0103;normal;1;0;81;250;visual\obj085castle.gif
AS0103;normal;1;0;82;250;visual\obj464railroadtracks.gif
AS0103;normal;1;0;83;250;visual\obj058branch.gif
AS0103;normal;1;0;84;250;visual\obj286octopus.gif
AS0103;normal;1;0;85;250;visual\obj140dustpan.gif
AS0103;normal;1;0;86;250;visual\obj388shark.gif
AS0103;normal;1;0;87;250;visual\obj271motorcycle.gif
AS0103;normal;1;0;88;250;visual\obj315picture.gif
AS0103;normal;1;0;89;250;visual\obj196handcuffs.gif
AS0103;normal;1;0;90;250;visual\obj219jack.gif
AS0103;normal;1;0;91;250;visual\obj064brush.gif
AS0103;normal;1;0;92;250;visual\obj432swan.gif
AS0103;normal;1;0;93;250;visual\obj431sun.gif
AS0103;normal;1;0;94;250;visual\obj141eagle.gif
AS0103;normal;1;0;95;250;visual\obj295palmtree.gif
AS0103;normal;1;0;96;250;visual\obj494closet.gif
AS0103;normal;1;0;97;250;visual\obj247lips.gif
AS0103;normal;1;0;98;250;visual\obj076cane.gif
AS0103;normal;1;0;99;250;visual\obj256man.gif
AS0103;normal;1;0;100;250;visual\obj014ashtray.gif
AS0103;normal;1;0;101;250;visual\obj225key.gif
AS0103;normal;1;0;102;250;visual\obj307pear.gif
AS0103;normal;1;0;103;250;visual\obj465tractor.gif
AS0103;normal;1;0;104;250;visual\obj132door.gif
AS0103;normal;1;0;105;250;visual\obj086cat.gif
AS0103;normal;1;0;106;250;visual\obj495washingmachine.gif
AS0103;normal;1;0;107;250;visual\obj324pitcher.gif
AS0103;normal;1;0;108;250;visual\obj197hanger.gif
AS0103;normal;1;0;109;250;visual\obj133dragon.gif
AS0103;normal;1;0;110;250;visual\obj499spiderweb.gif
AS0103;normal;1;0;111;250;visual\obj224kangaroo.gif
AS0103;normal;1;0;112;250;visual\obj085castle.gif
AS0103;normal;1;0;113;250;visual\obj383screwdriver.gif
AS0103;normal;1;0;114;250;visual\obj347rain.gif
AS0103;normal;1;0;115;250;visual\obj248lipstick.gif
AS0103;normal;1;0;116;250;visual\obj361rollerskate.gif
AS0103;normal;1;0;117;250;visual\obj043bicycle.gif
AS0103;normal;1;0;118;250;visual\obj271motorcycle.gif
AS0103;normal;1;0;119;250;visual\obj167football.gif
AS0103;normal;1;0;120;250;visual\obj332popcorn.gif
AS0103;normal;1;0;121;250;visual\obj385seal.gif
AS0103;normal;1;0;122;250;visual\obj119cup.gif
AS0103;normal;1;0;123;250;visual\obj432swan.gif
AS0103;normal;1;0;124;250;visual\obj245lightswitch.gif
AS0103;normal;1;0;125;250;visual\obj512wing.gif
AS0103;normal;1;0;126;250;visual\obj062bridge.gif
AS0103;normal;1;0;127;250;visual\obj128dog.gif
AS0103;normal;1;0;128;250;visual\obj157fish.gif
AS0103;normal;1;0;129;250;visual\obj076cane.gif
AS0103;normal;1;0;130;250;visual\obj264mixer.gif
AS0103;normal;1;0;131;250;visual\obj516worm.gif
AS0103;normal;1;0;132;250;visual\obj223jumprope.gif
AS0103;normal;1;0;133;250;visual\obj092chest.gif
AS0103;normal;1;0;134;250;visual\obj199hat.gif
AS0103;normal;1;0;135;250;visual\obj132door.gif
AS0103;normal;1;0;136;250;visual\obj258mask.gif
AS0103;normal;1;0;137;250;visual\obj495washingmachine.gif
AS0103;normal;1;0;138;250;visual\obj130dolphin.gif
AS0103;normal;1;0;139;250;visual\obj355ring.gif
AS0103;normal;1;0;140;250;visual\obj210hook.gif
AS0103;normal;1;0;141;250;visual\obj484vest.gif
AS0103;normal;1;0;142;250;visual\obj212hose.gif
AS0103;normal;1;0;143;250;visual\obj085castle.gif
AS0103;normal;1;0;144;250;visual\obj110corn.gif
AS0103;normal;1;0;145;250;visual\obj178giraffe.gif
AS0103;normal;1;0;146;250;visual\obj186grapes.gif
AS0103;normal;1;0;147;250;visual\obj361rollerskate.gif
AS0103;normal;1;0;148;250;visual\obj010fishtank.gif
AS0103;normal;1;0;149;250;visual\obj271motorcycle.gif
AS0103;normal;1;0;150;250;visual\obj265priest.gif
AS0103;normal;1;0;151;250;visual\obj281nest.gif
AS0103;normal;1;0;152;250;visual\obj385seal.gif
AS0103;normal;1;0;153;250;visual\obj335pot.gif
AS0103;normal;1;0;154;250;visual\obj432swan.gif
AS0103;normal;1;0;155;250;visual\obj245lightswitch.gif
AS0103;normal;1;0;156;250;visual\obj036beaver.gif
AS0103;normal;1;0;157;250;visual\obj295palmtree.gif
AS0103;normal;1;0;158;250;visual\obj128dog.gif
AS0103;normal;1;0;159;250;visual\obj247lips.gif
AS0103;normal;1;0;160;250;visual\obj076cane.gif
AS0103;normal;1;0;161;250;visual\obj256man.gif
AS0103;normal;1;0;162;250;visual\obj014ashtray.gif
AS0103;normal;1;0;163;250;visual\obj429submarine.gif
AS0103;normal;1;0;164;250;visual\obj092chest.gif
AS0103;normal;1;0;165;250;visual\obj046blimp.gif
AS0103;normal;1;0;166;250;visual\obj162floor.gif
AS0103;normal;1;0;167;250;visual\obj086cat.gif
AS0103;normal;1;0;168;250;visual\obj357robot.gif
AS0103;normal;1;0;169;250;visual\obj324pitcher.gif
AS0103;normal;1;0;170;250;visual\obj355ring.gif
AS0103;normal;1;0;171;250;visual\obj210hook.gif
AS0103;normal;1;0;172;250;visual\obj317bird.gif
AS0103;normal;1;0;173;250;visual\obj212hose.gif
AS0103;normal;1;0;174;250;visual\obj236leaf.gif
AS0103;normal;1;0;175;250;visual\obj110corn.gif
AS0103;normal;1;0;176;250;visual\obj058branch.gif
AS0103;normal;1;0;177;250;visual\obj186grapes.gif
AS0103;normal;1;0;178;250;visual\obj361rollerskate.gif
AS0103;normal;1;0;179;250;visual\obj388shark.gif
AS0103;normal;1;0;180;250;visual\obj240letter.gif
AS0103;normal;1;0;181;250;visual\obj315picture.gif
AS0103;normal;1;0;182;250;visual\obj196handcuffs.gif
AS0103;normal;1;0;183;250;visual\obj219jack.gif
AS0103;normal;1;0;184;250;visual\obj335pot.gif
AS0103;normal;1;0;185;250;visual\obj040bell.gif
AS0103;normal;1;0;186;250;visual\obj509windmill.gif
AS0103;normal;1;0;187;250;visual\obj141eagle.gif
AS0103;normal;1;0;188;250;visual\obj438tail.gif
AS0103;normal;1;0;189;250;visual\obj254magnet.gif
AS0103;normal;1;0;190;250;visual\obj157fish.gif
AS0103;normal;1;0;191;250;visual\obj246lion.gif
AS0103;normal;1;0;192;250;visual\obj366rose.gif
AS0103;normal;1;0;193;250;visual\obj287onion.gif
AS0103;normal;1;0;194;250;visual\obj223jumprope.gif
AS0103;normal;1;0;195;250;visual\obj070cage.gif
AS0103;normal;1;0;196;250;visual\obj199hat.gif
AS0103;normal;1;0;197;250;visual\obj001accordion.gif
AS0103;normal;1;0;198;250;visual\obj229knight.gif
AS0103;normal;1;0;199;250;visual\obj321pinecone.gif
AS0103;normal;1;0;200;250;visual\obj294paint.gif
AS0103;normal;1;0;201;250;visual\obj217iron.gif
AS0103;normal;1;0;202;250;visual\obj008anvil.gif
AS0103;normal;1;0;203;250;visual\obj433sweater.gif
AS0103;normal;1;0;204;250;visual\obj224kangaroo.gif
AS0103;normal;1;0;205;250;visual\obj273mouse.gif
AS0103;normal;1;0;206;250;visual\obj383screwdriver.gif
AS0103;normal;1;0;207;250;visual\obj490bricks.gif
AS0103;normal;1;0;208;250;visual\obj351recordplayer.gif
AS0103;normal;1;0;209;250;visual\obj444teeth.gif
AS0103;normal;1;0;210;250;visual\obj388shark.gif
AS0103;normal;1;0;211;250;visual\obj240letter.gif
AS0103;normal;1;0;212;250;visual\obj083carrot.gif
AS0103;normal;1;0;213;250;visual\obj196handcuffs.gif
AS0103;normal;1;0;214;250;visual\obj219jack.gif
AS0103;normal;1;0;215;250;visual\obj335pot.gif
AS0103;normal;1;0;216;250;visual\obj040bell.gif
AS0103;normal;1;0;217;250;visual\obj245lightswitch.gif
AS0103;normal;1;0;218;250;visual\obj141eagle.gif
AS0103;normal;1;0;219;250;visual\obj295palmtree.gif
AS0103;normal;1;0;220;250;visual\obj494closet.gif
AS0103;normal;1;0;221;250;visual\obj247lips.gif
AS0103;normal;1;0;222;250;visual\obj000star.gif
AS0103;normal;1;0;223;250;visual\obj049bomb.gif
AS0103;normal;1;0;224;250;visual\obj287onion.gif
AS0103;normal;1;0;225;250;visual\obj146envelope.gif
AS0103;normal;1;0;226;250;visual\obj092chest.gif
AS0103;normal;1;0;227;250;visual\obj199hat.gif
AS0103;normal;1;0;228;250;visual\obj162floor.gif
AS0103;normal;1;0;229;250;visual\obj192hamburger.gif
AS0103;normal;1;0;230;250;visual\obj495washingmachine.gif
AS0103;normal;1;0;231;250;visual\obj324pitcher.gif
AS0103;normal;1;0;232;250;visual\obj217iron.gif
AS0103;normal;1;0;233;250;visual\obj210hook.gif
AS0103;normal;1;0;234;250;visual\obj499spiderweb.gif
AS0103;normal;1;0;235;250;visual\obj212hose.gif
AS0103;normal;1;0;236;250;visual\obj236leaf.gif
AS0103;normal;1;0;237;250;visual\obj420stairs.gif
AS0103;normal;1;0;238;250;visual\obj347rain.gif
AS0103;normal;1;0;239;250;visual\obj248lipstick.gif
AS0103;normal;1;0;240;250;visual\obj140dustpan.gif
AS0103;normal;1;0;241;250;visual\obj010fishtank.gif
AS0103;normal;1;0;242;250;visual\obj240letter.gif
AS0103;normal;1;0;243;250;visual\obj265priest.gif
AS0103;normal;1;0;244;250;visual\obj281nest.gif
AS0103;normal;1;0;245;250;visual\obj276music.gif
AS0103;normal;1;0;246;250;visual\obj064brush.gif
AS0103;normal;1;0;247;250;visual\obj190hair.gif
AS0103;normal;1;0;248;250;visual\obj509windmill.gif
AS0103;normal;1;0;249;250;visual\obj322pipe.gif
AS0103;normal;1;0;250;250;visual\obj438tail.gif
AS0103;normal;1;0;251;250;visual\obj494closet.gif
AS0103;normal;1;0;252;250;visual\obj409snake.gif
AS0103;normal;1;0;253;250;visual\obj480unicorn.gif
AS0103;normal;1;0;254;250;visual\obj297panda.gif
AS0103;normal;1;0;255;250;visual\obj111cow.gif
AS0103;normal;1;0;256;250;visual\obj015asparagus.gif
AS0103;normal;1;0;257;250;visual\obj088chain.gif
AS0103;normal;1;1;0;250;visual\obj116cross.gif
AS0103;normal;1;1;1;250;visual\obj034bear.gif
AS0103;normal;1;1;2;250;visual\obj296pan.gif
AS0103;normal;1;1;3;250;visual\obj480unicorn.gif
AS0103;normal;1;1;4;250;visual\obj091cherry.gif
AS0103;normal;1;1;5;250;visual\obj187grasshopper.gif
AS0103;normal;1;1;6;250;visual\obj389sheep.gif
AS0103;normal;1;1;7;250;visual\obj400skirt.gif
AS0103;normal;1;1;8;250;visual\obj496watch.gif
AS0103;normal;1;1;9;250;visual\obj055bow.gif
AS0103;normal;1;1;10;250;visual\obj349rake.gif
AS0103;normal;1;1;11;250;visual\obj208hoe.gif
AS0103;normal;1;1;12;250;visual\obj340purse.gif
AS0103;normal;1;1;13;250;visual\obj065bus.gif
AS0103;normal;1;1;14;250;visual\obj074can.gif
AS0103;normal;1;1;15;250;visual\obj311pencil.gif
AS0103;normal;1;1;16;250;visual\obj097city.gif
AS0103;normal;1;1;17;250;visual\obj185gorilla.gif
AS0103;normal;1;1;18;250;visual\obj348rainbow.gif
AS0103;normal;1;1;19;250;visual\obj176genie.gif
AS0103;normal;1;1;20;250;visual\obj126dinosaur.gif
AS0103;normal;1;1;21;250;visual\obj314piano.gif
AS0103;normal;1;1;22;250;visual\obj216igloo.gif
AS0103;normal;1;1;23;250;visual\obj142ear.gif
AS0103;normal;1;1;24;250;visual\obj486volcano.gif
AS0103;normal;1;1;25;250;visual\obj238lemon.gif
AS0103;normal;1;1;26;250;visual\obj382screw.gif
AS0103;normal;1;1;27;250;visual\obj080hat.gif
AS0103;normal;1;1;28;250;visual\obj020backpack.gif
AS0103;normal;1;1;29;250;visual\obj483vase.gif
AS0103;normal;1;1;30;250;visual\obj129doll.gif
AS0103;normal;1;1;31;250;visual\obj030barrel.gif
AS0103;normal;1;1;32;250;visual\obj173trash.gif
AS0103;normal;1;1;33;250;visual\obj269mop.gif
AS0103;normal;1;1;34;250;visual\obj179girl.gif
AS0103;normal;1;1;35;250;visual\obj445telephone.gif
AS0103;normal;1;1;36;250;visual\obj251lobster.gif
AS0103;normal;1;1;37;250;visual\obj389sheep.gif
AS0103;normal;1;1;38;250;visual\obj077cannon.gif
AS0103;normal;1;1;39;250;visual\obj290owl.gif
AS0103;normal;1;1;40;250;visual\obj033bathtub.gif
AS0103;normal;1;1;41;250;visual\obj349rake.gif
AS0103;normal;1;1;42;250;visual\obj084tape.gif
AS0103;normal;1;1;43;250;visual\obj337present.gif
AS0103;normal;1;1;44;250;visual\obj065bus.gif
AS0103;normal;1;1;45;250;visual\obj242lightbulb.gif
AS0103;normal;1;1;46;250;visual\obj330policeman.gif
AS0103;normal;1;1;47;250;visual\obj097city.gif
AS0103;normal;1;1;48;250;visual\obj185gorilla.gif
AS0103;normal;1;1;49;250;visual\obj293paintbrush.gif
AS0103;normal;1;1;50;250;visual\obj109corkscrew.gif
AS0103;normal;1;1;51;250;visual\obj126dinosaur.gif
AS0103;normal;1;1;52;250;visual\obj449tent.gif
AS0103;normal;1;1;53;250;visual\obj087celery.gif
AS0103;normal;1;1;54;250;visual\obj359rocket.gif
AS0103;normal;1;1;55;250;visual\obj327plate.gif
AS0103;normal;1;1;56;250;visual\obj238lemon.gif
AS0103;normal;1;1;57;250;visual\obj221jar.gif
AS0103;normal;1;1;58;250;visual\obj298pants.gif
AS0103;normal;1;1;59;250;visual\obj237leg.gif
AS0103;normal;1;1;60;250;visual\obj112cowboy.gif
AS0103;normal;1;1;61;250;visual\obj139duck.gif
AS0103;normal;1;1;62;250;visual\obj205highchair.gif
AS0103;normal;1;1;63;250;visual\obj173trash.gif
AS0103;normal;1;1;64;250;visual\obj463towel.gif
AS0103;normal;1;1;65;250;visual\obj222puzzle.gif
AS0103;normal;1;1;66;250;visual\obj057boy.gif
AS0103;normal;1;1;67;250;visual\obj251lobster.gif
AS0103;normal;1;1;68;250;visual\obj503wheel.gif
AS0103;normal;1;1;69;250;visual\obj400skirt.gif
AS0103;normal;1;1;70;250;visual\obj396shower.gif
AS0103;normal;1;1;71;250;visual\obj153finger.gif
AS0103;normal;1;1;72;250;visual\obj143earring.gif
AS0103;normal;1;1;73;250;visual\obj084tape.gif
AS0103;normal;1;1;74;250;visual\obj367rug.gif
AS0103;normal;1;1;75;250;visual\obj491wallet.gif
AS0103;normal;1;1;76;250;visual\obj096cigarette.gif
AS0103;normal;1;1;77;250;visual\obj422steeringwheel.gif
AS0103;normal;1;1;78;250;visual\obj456toaster.gif
AS0103;normal;1;1;79;250;visual\obj175fence.gif
AS0103;normal;1;1;80;250;visual\obj348rainbow.gif
AS0103;normal;1;1;81;250;visual\obj191brush.gif
AS0103;normal;1;1;82;250;visual\obj126dinosaur.gif
AS0103;normal;1;1;83;250;visual\obj443teepee.gif
AS0103;normal;1;1;84;250;visual\obj510window.gif
AS0103;normal;1;1;85;250;visual\obj359rocket.gif
AS0103;normal;1;1;86;250;visual\obj280needle.gif
AS0103;normal;1;1;87;250;visual\obj387sewingmachine.gif
AS0103;normal;1;1;88;250;visual\obj284nurse.gif
AS0103;normal;1;1;89;250;visual\obj334porcupine.gif
AS0103;normal;1;1;90;250;visual\obj237leg.gif
AS0103;normal;1;1;91;250;visual\obj483vase.gif
AS0103;normal;1;1;92;250;visual\obj125diaper.gif
AS0103;normal;1;1;93;250;visual\obj329plug.gif
AS0103;normal;1;1;94;250;visual\obj089chair.gif
AS0103;normal;1;1;95;250;visual\obj269mop.gif
AS0103;normal;1;1;96;250;visual\obj222puzzle.gif
AS0103;normal;1;1;97;250;visual\obj445telephone.gif
AS0103;normal;1;1;98;250;visual\obj263mirror.gif
AS0103;normal;1;1;99;250;visual\obj503wheel.gif
AS0103;normal;1;1;100;250;visual\obj077cannon.gif
AS0103;normal;1;1;101;250;visual\obj290owl.gif
AS0103;normal;1;1;102;250;visual\obj288orange.gif
AS0103;normal;1;1;103;250;visual\obj394shoulder.gif
AS0103;normal;1;1;104;250;visual\obj084tape.gif
AS0103;normal;1;1;105;250;visual\obj231ladder.gif
AS0103;normal;1;1;106;250;visual\obj000circle.gif
AS0103;normal;1;1;107;250;visual\obj011arm.gif
AS0103;normal;1;1;108;250;visual\obj220jacket.gif
AS0103;normal;1;1;109;250;visual\obj097city.gif
AS0103;normal;1;1;110;250;visual\obj399skeleton.gif
AS0103;normal;1;1;111;250;visual\obj441teapot.gif
AS0103;normal;1;1;112;250;visual\obj176genie.gif
AS0103;normal;1;1;113;250;visual\obj021badge.gif
AS0103;normal;1;1;114;250;visual\obj449tent.gif
AS0103;normal;1;1;115;250;visual\obj216igloo.gif
AS0103;normal;1;1;116;250;visual\obj498watermelon.gif
AS0103;normal;1;1;117;250;visual\obj280needle.gif
AS0103;normal;1;1;118;250;visual\obj318piggybank.gif
AS0103;normal;1;1;119;250;visual\obj382screw.gif
AS0103;normal;1;1;120;250;visual\obj080hat.gif
AS0103;normal;1;1;121;250;visual\obj403sled.gif
AS0103;normal;1;1;122;250;visual\obj257map.gif
AS0103;normal;1;1;123;250;visual\obj125diaper.gif
AS0103;normal;1;1;124;250;visual\obj030barrel.gif
AS0103;normal;1;1;125;250;visual\obj009apple.gif
AS0103;normal;1;1;126;250;visual\obj463towel.gif
AS0103;normal;1;1;127;250;visual\obj411sock.gif
AS0103;normal;1;1;128;250;visual\obj057boy.gif
AS0103;normal;1;1;129;250;visual\obj251lobster.gif
AS0103;normal;1;1;130;250;visual\obj503wheel.gif
AS0103;normal;1;1;131;250;visual\obj204helmet.gif
AS0103;normal;1;1;132;250;visual\obj496watch.gif
AS0103;normal;1;1;133;250;visual\obj153finger.gif
AS0103;normal;1;1;134;250;visual\obj349rake.gif
AS0103;normal;1;1;135;250;visual\obj208hoe.gif
AS0103;normal;1;1;136;250;visual\obj340purse.gif
AS0103;normal;1;1;137;250;visual\obj065bus.gif
AS0103;normal;1;1;138;250;visual\obj096cigarette.gif
AS0103;normal;1;1;139;250;visual\obj330policeman.gif
AS0103;normal;1;1;140;250;visual\obj342queen.gif
AS0103;normal;1;1;141;250;visual\obj175fence.gif
AS0103;normal;1;1;142;250;visual\obj293paintbrush.gif
AS0103;normal;1;1;143;250;visual\obj109corkscrew.gif
AS0103;normal;1;1;144;250;visual\obj068button.gif
AS0103;normal;1;1;145;250;visual\obj449tent.gif
AS0103;normal;1;1;146;250;visual\obj087celery.gif
AS0103;normal;1;1;147;250;visual\obj142ear.gif
AS0103;normal;1;1;148;250;visual\obj280needle.gif
AS0103;normal;1;1;149;250;visual\obj318piggybank.gif
AS0103;normal;1;1;150;250;visual\obj382screw.gif
AS0103;normal;1;1;151;250;visual\obj073camera.gif
AS0103;normal;1;1;152;250;visual\obj237leg.gif
AS0103;normal;1;1;153;250;visual\obj517wrench.gif
AS0103;normal;1;1;154;250;visual\obj125diaper.gif
AS0103;normal;1;1;155;250;visual\obj016ax.gif
AS0103;normal;1;1;156;250;visual\obj009apple.gif
AS0103;normal;1;1;157;250;visual\obj269mop.gif
AS0103;normal;1;1;158;250;visual\obj404slide.gif
AS0103;normal;1;1;159;250;visual\obj445telephone.gif
AS0103;normal;1;1;160;250;visual\obj448tennisracket.gif
AS0103;normal;1;1;161;250;visual\obj389sheep.gif
AS0103;normal;1;1;162;250;visual\obj459tomato.gif
AS0103;normal;1;1;163;250;visual\obj466stoplight.gif
AS0103;normal;1;1;164;250;visual\obj033bathtub.gif
AS0103;normal;1;1;165;250;visual\obj352refrigerator.gif
AS0103;normal;1;1;166;250;visual\obj401skis.gif
AS0103;normal;1;1;167;250;visual\obj337present.gif
AS0103;normal;1;1;168;250;visual\obj491wallet.gif
AS0103;normal;1;1;169;250;visual\obj074can.gif
AS0103;normal;1;1;170;250;visual\obj422steeringwheel.gif
AS0103;normal;1;1;171;250;visual\obj342queen.gif
AS0103;normal;1;1;172;250;visual\obj185gorilla.gif
AS0103;normal;1;1;173;250;visual\obj293paintbrush.gif
AS0103;normal;1;1;174;250;visual\obj232ladle.gif
AS0103;normal;1;1;175;250;visual\obj054bowl.gif
AS0103;normal;1;1;176;250;visual\obj514wolf.gif
AS0103;normal;1;1;177;250;visual\obj216igloo.gif
AS0103;normal;1;1;178;250;visual\obj142ear.gif
AS0103;normal;1;1;179;250;visual\obj249lizard.gif
AS0103;normal;1;1;180;250;visual\obj318piggybank.gif
AS0103;normal;1;1;181;250;visual\obj221jar.gif
AS0103;normal;1;1;182;250;visual\obj334porcupine.gif
AS0103;normal;1;1;183;250;visual\obj020backpack.gif
AS0103;normal;1;1;184;250;visual\obj517wrench.gif
AS0103;normal;1;1;185;250;visual\obj103coat.gif
AS0103;normal;1;1;186;250;visual\obj205highchair.gif
AS0103;normal;1;1;187;250;visual\obj173trash.gif
AS0103;normal;1;1;188;250;visual\obj363roof.gif
AS0103;normal;1;1;189;250;visual\obj222puzzle.gif
AS0103;normal;1;1;190;250;visual\obj118block.gif
AS0103;normal;1;1;191;250;visual\obj263mirror.gif
AS0103;normal;1;1;192;250;visual\obj425stool.gif
AS0103;normal;1;1;193;250;visual\obj077cannon.gif
AS0103;normal;1;1;194;250;visual\obj290owl.gif
AS0103;normal;1;1;195;250;visual\obj153finger.gif
AS0103;normal;1;1;196;250;visual\obj394shoulder.gif
AS0103;normal;1;1;197;250;visual\obj208hoe.gif
AS0103;normal;1;1;198;250;visual\obj337present.gif
AS0103;normal;1;1;199;250;visual\obj063broom.gif
AS0103;normal;1;1;200;250;visual\obj074can.gif
AS0103;normal;1;1;201;250;visual\obj422steeringwheel.gif
AS0103;normal;1;1;202;250;visual\obj475turkey.gif
AS0103;normal;1;1;203;250;visual\obj175fence.gif
AS0103;normal;1;1;204;250;visual\obj044binoculars.gif
AS0103;normal;1;1;205;250;visual\obj176genie.gif
AS0103;normal;1;1;206;250;visual\obj021badge.gif
AS0103;normal;1;1;207;250;visual\obj443teepee.gif
AS0103;normal;1;1;208;250;visual\obj087celery.gif
AS0103;normal;1;1;209;250;visual\obj359rocket.gif
AS0103;normal;1;1;210;250;visual\obj249lizard.gif
AS0103;normal;1;1;211;250;visual\obj485violin.gif
AS0103;normal;1;1;212;250;visual\obj221jar.gif
AS0103;normal;1;1;213;250;visual\obj080hat.gif
AS0103;normal;1;1;214;250;visual\obj020backpack.gif
AS0103;normal;1;1;215;250;visual\obj483vase.gif
AS0103;normal;1;1;216;250;visual\obj139duck.gif
AS0103;normal;1;1;217;250;visual\obj205highchair.gif
AS0103;normal;1;1;218;250;visual\obj009apple.gif
AS0103;normal;1;1;219;250;visual\obj000square.gif
AS0103;normal;1;1;220;250;visual\obj404slide.gif
AS0103;normal;1;1;221;250;visual\obj057boy.gif
AS0103;normal;1;1;222;250;visual\obj263mirror.gif
AS0103;normal;1;1;223;250;visual\obj487waffle.gif
AS0103;normal;1;1;224;250;visual\obj400skirt.gif
AS0103;normal;1;1;225;250;visual\obj496watch.gif
AS0103;normal;1;1;226;250;visual\obj033bathtub.gif
AS0103;normal;1;1;227;250;visual\obj394shoulder.gif
AS0103;normal;1;1;228;250;visual\obj447tv.gif
AS0103;normal;1;1;229;250;visual\obj340purse.gif
AS0103;normal;1;1;230;250;visual\obj491wallet.gif
AS0103;normal;1;1;231;250;visual\obj096cigarette.gif
AS0103;normal;1;1;232;250;visual\obj330policeman.gif
AS0103;normal;1;1;233;250;visual\obj342queen.gif
AS0103;normal;1;1;234;250;visual\obj289ostrich.gif
AS0103;normal;1;1;235;250;visual\obj348rainbow.gif
AS0103;normal;1;1;236;250;visual\obj109corkscrew.gif
AS0103;normal;1;1;237;250;visual\obj021badge.gif
AS0103;normal;1;1;238;250;visual\obj443teepee.gif
AS0103;normal;1;1;239;250;visual\obj378scale.gif
AS0103;normal;1;1;240;250;visual\obj328pliers.gif
AS0103;normal;1;1;241;250;visual\obj249lizard.gif
AS0103;normal;1;1;242;250;visual\obj238lemon.gif
AS0103;normal;1;1;243;250;visual\obj341pyramid.gif
AS0103;normal;1;1;244;250;visual\obj334porcupine.gif
AS0103;normal;1;1;245;250;visual\obj127doctor.gif
AS0103;normal;1;1;246;250;visual\obj517wrench.gif
AS0103;normal;1;1;247;250;visual\obj139duck.gif
AS0103;normal;1;1;248;250;visual\obj030barrel.gif
AS0103;normal;1;1;249;250;visual\obj319pillow.gif
AS0103;normal;1;1;250;250;visual\obj463towel.gif
AS0103;normal;1;1;251;250;visual\obj404slide.gif
AS0103;normal;1;1;252;250;visual\obj061bride.gif
AS0103;normal;1;1;253;250;visual\obj296pan.gif
AS0103;normal;1;1;254;250;visual\obj091cherry.gif
AS0103;normal;1;1;255;250;visual\obj031basket.gif
AS0103;normal;1;1;256;250;visual\obj050bone.gif
AS0103;normal;1;1;257;250;visual\obj446telescope.gif
AS1107;normal;0;0;0;406;STROM
AS1107;normal;0;0;1;405;KINN
AS1107;normal;0;0;2;406;HALLE
AS1107;normal;0;0;3;405;SCHILD
AS1107;normal;0;0;4;405;BEREICH
AS1107;normal;0;0;5;407;LUPE
AS1107;normal;0;0;6;406;BERICHT
AS1107;normal;0;0;7;406;SAMMLUNG
AS1107;normal;0;0;8;406;RAND
AS1107;normal;0;0;9;405;LADUNG
AS1107;normal;0;0;10;406;KONGRESS
AS1107;normal;0;0;11;407;LENKER
AS1107;normal;0;0;12;405;NUSS
AS1107;normal;0;0;13;405;EFFEKT
AS1107;normal;0;0;14;406;KABEL
AS1107;normal;0;0;15;406;LINIE
